date,value,_value
2012-03-31,424.834,424834
2012-06-30,424.468,424468
2012-09-30,429.319,429319
2012-12-31,428.321,428321
2013-03-31,431.025,431025
2013-06-30,433.271,433271
2013-09-30,436.56,436560
2013-12-31,438.707,438707
2014-03-31,442.425,442425
2014-06-30,446.519,446519
2014-09-30,450.141,450141
2014-12-31,453.891,453891
2015-03-31,455.026,455026
2015-06-30,457.214,457214
2015-09-30,458.456,458456
2015-12-31,461.622,461622
2016-03-31,463.179,463179
2016-06-30,466.154,466154
2016-09-30,468.771,468771
