date,value,_value
1990-01-31,,26.69
1990-02-28,,24.557
1990-03-31,,26.936
1990-04-30,,25.638
1990-05-31,,25.468
1990-06-30,,43.998
1990-07-31,,42.922
1990-08-31,,28.775
1990-09-30,,25.547
1990-10-31,,25.692
1990-11-30,,26.628
1990-12-31,,71.091
1991-01-31,2.4915698763581835,27.355
1991-02-28,5.664372683959774,25.948
1991-03-31,5.553905553905549,28.432
1991-04-30,4.879475778141811,26.889
1991-05-31,4.558661850164918,26.629
1991-06-30,5.363880176371652,46.358
1991-07-31,4.911234332044183,45.03
1991-08-31,7.2423979148566575,30.859
1991-09-30,4.521078795944733,26.702
1991-10-31,4.265919352327574,26.788
1991-11-30,4.709328526363231,27.882
1991-12-31,4.829021957772443,74.524
1992-01-31,4.993602632059951,28.721
1992-02-29,3.164020348389078,26.769
1992-03-31,3.260410804727079,29.359
1992-04-30,2.6256089850868367,27.595
1992-05-31,2.8990949716474463,27.401
1992-06-30,2.8819189783856203,47.694
1992-07-31,3.3710859427048647,46.548
1992-08-31,0.6286658673320557,31.053
1992-09-30,1.8313234963673028,27.191
1992-10-31,1.948633716589512,27.31
1992-11-30,1.434617315830997,28.282
1992-12-31,-0.7232569373624623,73.985
1993-01-31,0.25765119598900327,28.795
1993-02-28,1.359781837199749,27.133
1993-03-31,0.36785994073366596,29.467
1993-04-30,1.130639608624755,27.907
1993-05-31,0.8941279515346191,27.646
1993-06-30,-0.14886568541117343,47.623
1993-07-31,-1.316920168428288,45.935
1993-08-31,1.1947315879303084,31.424
1993-09-30,1.3975212386451494,27.571
1993-10-31,1.0325887953130723,27.592
1993-11-30,1.9446998090658394,28.832
1993-12-31,-1.5570723795363939,72.833
1994-01-31,3.2123632575099745,29.72
1994-02-28,1.4115652526443783,27.516
1994-03-31,1.211524756507289,29.824
1994-04-30,2.142831547640373,28.505
1994-05-31,1.6458077117847005,28.101
1994-06-30,6.994519454885251,50.954
1994-07-31,-3.174050288451084,44.477
1994-08-31,-0.3341395112016307,31.319
1994-09-30,2.2850096115483622,28.201
1994-10-31,2.3485068135691494,28.24
1994-11-30,2.1052996670366237,29.439
1994-12-31,0.7084700616478867,73.349
1995-01-31,1.655450874831766,30.212
1995-02-28,2.3840674516644946,28.172
1995-03-31,2.0352736051502123,30.431
1995-04-30,1.5576214699175674,28.949
1995-05-31,1.3629408206113758,28.484
1995-06-30,-1.085292616870113,50.401
1995-07-31,2.7497358185129532,45.7
1995-08-31,0.7279925923560827,31.547
1995-09-30,1.6807914612956993,28.675
1995-10-31,1.3810198300283307,28.63
1995-11-30,0.9341349909983307,29.714
1995-12-31,0.5644248728680711,73.763
1996-01-31,-0.28796504700119074,30.125
1996-02-29,1.3488570211557538,28.552
1996-03-31,1.3768854129013193,30.85
1996-04-30,1.3264706898338345,29.333
1996-05-31,1.4148293778963583,28.887
1996-06-30,0.4642765024503376,50.635
1996-07-31,0.18818380743982172,45.786
1996-08-31,3.3093479570165165,32.591
1996-09-30,0.903225806451614,28.934
1996-10-31,1.2923506811037409,29
1996-11-30,2.012519351147616,30.312
1996-12-31,-0.3199436031614823,73.527
1997-01-31,6.692116182572608,32.141
1997-02-28,1.7406836648921262,29.049
1997-03-31,1.5235008103727676,31.32
1997-04-30,1.8852486960079122,29.886
1997-05-31,1.7308824038494826,29.387
1997-06-30,0.8966130147131444,51.089
1997-07-31,2.2386755776875,46.811
1997-08-31,1.0186861403454963,32.923
1997-09-30,1.0126494781226214,29.227
1997-10-31,1.3551724137931058,29.393
1997-11-30,0.05608339931380133,30.329
1997-12-31,0.665061814027506,74.016
1998-01-31,-0.7653775551476266,31.895
1998-02-28,-0.11015869737340367,29.017
1998-03-31,0.6066411238825072,31.51
1998-04-30,-0.6658636150705952,29.687
1998-05-31,-0.8030761901521103,29.151
1998-06-30,-0.3033921196343658,50.934
1998-07-31,-2.507957531349468,45.637
1998-08-31,-2.3539774625641603,32.148
1998-09-30,-0.7595716289732142,29.005
1998-10-31,-0.2109345762596576,29.331
1998-11-30,0.13518414718586294,30.37
1998-12-31,-4.158560311284051,70.938
1999-01-31,-5.602759053143123,30.108
1999-02-28,-2.8569459282489595,28.188
1999-03-31,-2.6277372262773815,30.682
1999-04-30,-2.2838279381547504,29.009
1999-05-31,-2.363555281122432,28.462
1999-06-30,-5.479640318843988,48.143
1999-07-31,-4.26846637596687,43.689
1999-08-31,-2.684459375388836,31.285
1999-09-30,-1.5824857783140824,28.546
1999-10-31,-2.226313456752237,28.678
1999-11-30,-2.1468554494567043,29.718
1999-12-31,-4.465871606191331,67.77
2000-01-31,1.3949780789158965,30.528
2000-02-29,1.2026394210302334,28.527
2000-03-31,-0.6616257088846862,30.479
2000-04-30,0.6273914991899018,29.191
2000-05-31,0.8326891996346071,28.699
2000-06-30,1.7863448476414006,49.003
2000-07-31,-0.4348920780974564,43.499
2000-08-31,0.9749081029247234,31.59
2000-09-30,0.9318293281020171,28.812
2000-10-31,0.9380012553176593,28.947
2000-11-30,0.6797227269668273,29.92
2000-12-31,-0.8823963405636699,67.172
2001-01-31,1.2218291404612196,30.901
2001-02-28,-0.557366705226636,28.368
2001-03-31,-0.38058991436726813,30.363
2001-04-30,0.034257134048170886,29.201
2001-05-31,-0.19512875013066983,28.643
2001-06-30,-0.9060669754913018,48.559
2001-07-31,-0.5402423044207899,43.264
2001-08-31,-2.0702754036087367,30.936
2001-09-30,-1.3015410245730945,28.437
2001-10-31,-1.2471067813590377,28.586
2001-11-30,-1.3101604278074968,29.528
2001-12-31,-3.6979693920085674,64.688
